,Name,comment,ID,Year,Rank,Average,Users rated,comment_length,sentiment,averageweight,maxplayers,minage,minplayers,minplaytime,owned,playingtime,stddev,trading,wanting,wishing,yearpublished,boardgamedesigner2,boardgamepublisher2,suggested_language_dependence3,cat1,cat2,cat3,other cat,mech1,mech2,mech3,other mech
538,Dark Souls: The Board Game,467,197831,2017,1842,6.67,2451,333.6445396145611,0.045515912455636964,3.125,4,14,1,90,5702,120,2.0248,168,109,895,2017,David Carl    Alex Hall    Mat Hart    Richard Loxam,"Steamforged Games Ltd., Ulisses Spiele",Some necessary text - easily memorized or small crib sheet,Exploration, Fantasy, Medieval," Miniatures, Video Game Theme",Cooperative Play, Deck / Pool Building, Dice Rolling," Grid Movement, Modular Board, Role Playing, Variable Player Powers"
539,Indigo,497,116954,2012,1102,6.87,2448,198.7022132796781,0.16061305981816598,1.4895,4,8,2,30,3710,30,1.13965,89,183,758,2012,Reiner Knizia,"Gameland 游戏大陆, Ravensburger Spieleverlag GmbH",No necessary in-game text,Abstract Strategy,,,,Point to Point Movement, Route/Network Building, Tile Placement,
540,The Grimm Forest,393,212402,2018,805,7.28,2447,224.0559796437659,0.12995343608703294,1.8571,4,8,2,45,5235,60,1.3822299999999998,82,225,1335,2018,Tim Eisner,"Druid City Games, Last Level, Lucky Duck Games, Mirakulus",Moderate in-game text - needs crib sheet or paste ups,Animals, Fantasy,,,Set Collection, Simultaneous Action Selection, Take That,
541,When I Dream,293,198454,2016,804,7.18,2447,201.76450511945401,0.09818820437469797,1.1,10,8,4,20,4453,40,1.23682,153,155,1159,2016,Chris Darsaklis,"Drawlab Entertainment, Repos Production, ADC Blackfire Entertainment, Asmodee, Asterion Press, Galápagos Jogos, Gém Klub Kft., GoKids 玩樂小子, Hobby Japan, Korea Boardgames co., Ltd., Rebel, Siam Board Games, Sombreros Production",Some necessary text - easily memorized or small crib sheet,Deduction, Party Game, Real-time, Word Game,Memory, Partnerships, Role Playing, Storytelling
542,Magic: The Gathering – Arena of the Planeswalkers,406,167698,2015,2115,6.38,2440,246.47536945812809,0.08468700774284371,2.2976,5,10,2,60,8688,60,1.60226,527,37,293,2015,James D Aloisio    Ethan Fleischer    Craig Van Ness,"Hasbro, Wizards of the Coast",Moderate in-game text - needs crib sheet or paste ups,Fantasy, Miniatures, Wargame,,Dice Rolling, Grid Movement, Hand Management," Modular Board, Partnerships"
543,Islebound,379,185589,2016,702,7.26,2425,273.2189973614776,0.11762560557058288,2.7288,4,13,2,60,5081,120,1.2381,140,335,1570,2016,Ryan Laukat,Red Raven Games,Moderate in-game text - needs crib sheet or paste ups,Nautical,,,,Area Control / Area Influence, Area Movement, Modular Board,
544,Asara,524,72991,2010,896,7.03,2424,222.837786259542,0.12276197192169895,2.3536,4,9,2,45,3301,45,1.1105200000000002,144,138,548,2010,Michael Kiesling    Wolfgang Kramer,"Ravensburger Spieleverlag GmbH, Rio Grande Games",No necessary in-game text,Fantasy, Medieval,,,Hand Management, Pattern Building, Set Collection, Worker Placement
545,Mystery Express,503,65907,2010,1573,6.57,2423,253.41153081510933,0.07888921741780762,2.6689,5,12,3,60,3415,90,1.45791,124,238,873,2010,Antoine Bauza    Serge Laget,Days of Wonder,Some necessary text - easily memorized or small crib sheet,Deduction, Murder/Mystery,,,Action Point Allowance System, Hand Management, Memory," Trading, Variable Player Powers"
546,GOSU,508,66587,2010,1615,6.58,2413,249.8405511811024,0.10046873747456056,2.4034,4,10,2,45,2770,45,1.462,209,43,358,2010,Kim Satô,Moonster Games,Extensive use of text - massive conversion needed to be playable,Card Game, Fantasy,,,Hand Management, Partnerships,,
547,Super Dungeon Explore,455,92190,2011,1246,6.86,2413,249.84175824175824,0.08065677573085561,2.7547,6,10,2,120,5401,120,1.59103,184,221,1205,2011,Chris Birkenhagen    John Cadice    Deke Stella,"Ninja Division, Soda Pop Miniatures",Moderate in-game text - needs crib sheet or paste ups,Adventure, Exploration, Fantasy," Fighting, Miniatures",Action Point Allowance System, Dice Rolling, Modular Board," Partnerships, Variable Phase Order, Variable Player Powers"
548,Cthulhu Realms,386,179303,2015,1280,6.79,2408,196.79533678756482,0.09123180892505874,2.0986,4,14,2,25,4179,45,1.36316,172,43,350,2015,Darwin Kastle,"Tasty Minstrel Games, ADC Blackfire Entertainment GmbH, Arclight, Asterion Press, Baldar, Edge Entertainment, GaGa Games, Pendragon Game Studio",No necessary in-game text,Card Game,,,,Deck / Pool Building, Player Elimination,,
549,Olympos,469,92319,2011,996,6.96,2398,321.8997867803838,0.09916832460709922,2.9569,5,12,2,75,2998,75,1.26879,160,147,621,2011,Philippe Keyaerts,"Hobby Japan, Rebel, Rio Grande Games, Ystari Games",No necessary in-game text,Ancient, Civilization, Fighting," Mythology, Territory Building",Area Control / Area Influence, Area Movement, Set Collection, Time Track
550,Hit Z Road,392,176083,2016,1225,6.82,2389,267.2397959183673,0.07593972339239351,1.8837,4,12,1,30,4132,60,1.33236,135,116,632,2016,Martin Wallace,"Asmodee, Rebel, Space Cowboys",Some necessary text - easily memorized or small crib sheet,Fighting, Zombies,,,Auction/Bidding, Card Drafting, Dice Rolling," Player Elimination, Press Your Luck"
551,Lost Legacy: The Starship,399,158339,2014,1428,6.66,2381,139.82205513784461,0.18250529705674465,1.2727,4,10,2,10,4684,10,1.25082,243,33,184,2014,Seiji Kanai    Hayato Kisaragi,"Alderac Entertainment Group, Bard Centrum Gier, Hobby World, MINDOK",Some necessary text - easily memorized or small crib sheet,Bluffing, Card Game, Deduction, Science Fiction,Hand Management, Memory, Player Elimination,
552,Merkator,540,39684,2010,892,7.04,2378,328.12777777777785,0.07774478984529981,2.9653,4,12,1,45,3064,90,1.28435,88,299,881,2010,Uwe Rosenberg,Lookout Games,Moderate in-game text - needs crib sheet or paste ups,Economic,,,,Pick-up and Deliver, Set Collection,,
553,Star Wars: X-Wing Miniatures Game – The Force Awakens Core Set,210,183562,2015,299,7.98,2372,163.86190476190475,0.12724189253126314,2.8409,2,14,2,30,7040,45,1.44831,177,59,255,2015,Alex Davy    James Kniffen    Corey Konieczka    Jason Little    Adam Sadler    Brady Sadler,"Delta Vision Publishing, Edge Entertainment, Fantasy Flight Games, Galakta, Galápagos Jogos, Giochi Uniti, Heidelberger Spieleverlag",Moderate in-game text - needs crib sheet or paste ups,Aviation / Flight, Collectible Components, Miniatures," Movies / TV / Radio theme, Science Fiction, Wargame",Action / Movement Programming, Dice Rolling, Variable Player Powers,
554,Vanuatu,447,104020,2011,740,7.23,2370,388.7069351230425,0.04381531116283588,3.3316,5,12,2,90,2209,90,1.46283,79,136,585,2011,Alain Epron,"Krok Nik Douil editions, Asterion Press, Coffee Haus Games, HUCH!",No necessary in-game text,Economic, Nautical,,,Auction/Bidding, Grid Movement, Modular Board," Tile Placement, Variable Phase Order, Worker Placement"
555,Cryptid,362,246784,2018,498,7.59,2367,241.84254143646407,0.09648661377677926,2.1731,5,10,3,30,3878,50,1.25935,30,422,1932,2018,Hal Duncan    Ruth Veevers,"Do it games, Osprey Games, Playagame Edizioni, sternenschimmermeer",Moderate in-game text - needs crib sheet or paste ups,Deduction,,,,Modular Board,,,
556,Dr. Eureka,378,181345,2015,1375,6.7,2367,136.24867724867724,0.1191943927388388,1.0882,4,8,1,15,4455,15,1.16364,95,81,458,2015,Roberto Fraga,"Bard Centrum Gier, Blue Orange (EU), Blue Orange Games, Fantasmagoria, Feelindigo, FoxMind Israel, Happy Baobab, Kaissa Chess & Games, Lúdilo, Mandala Jogos, Paul Lamond Games Ltd, Pegasus Spiele, Pridemage Games, Ruibal Hermanos S.A., Swan Panasia Co., Ltd., White Goblin Games",No necessary in-game text,Action / Dexterity," ""Childrens Game""", Puzzle, Real-time,Pattern Building,,,
557,Brew Crafters,451,139898,2013,526,7.54,2367,308.0088691796009,0.1014895044899866,3.5635,5,12,2,90,4006,90,1.26524,118,292,1107,2013,Ben Rosset,Greater Than Games (Dice Hate Me Games),Moderate in-game text - needs crib sheet or paste ups,Economic, Industry / Manufacturing,,,Worker Placement,,,
558,Fields of Green,389,200954,2016,751,7.22,2353,289.0077120822623,0.101916313214587,2.5938,4,12,2,45,4453,45,1.16269,132,202,783,2016,Vangelis Bagiartakis,"Artipia Games, Czacha Games, Flick Game Studio, GaGa Games, Ghenos Games, Matagot, Spiele-Offensive.de, Stronghold Games, ""Surfin Meeple China""",Moderate in-game text - needs crib sheet or paste ups,Card Game, City Building, Farming,,Card Drafting, Simultaneous Action Selection, Tile Placement, Variable Phase Order
559,A Game of Thrones: Hand of the King,335,205610,2016,1307,6.76,2349,166.91641791044776,0.10019278498555803,1.1915,4,14,2,15,4405,30,1.21232,108,53,372,2016,Bruno Cathala,"ADC Blackfire Entertainment, Asterion Press, Fantasy Flight Games, Galakta, Heidelberger Spieleverlag, Hobby World, Kaissa Chess & Games, Siam Board Games",Some necessary text - easily memorized or small crib sheet,Abstract Strategy, Card Game, Fantasy,,Card Drafting, Grid Movement, Set Collection,
560,Saint Petersburg (second edition),306,156943,2014,531,7.53,2342,271.68954248366015,0.1075083743885799,2.6809,5,13,2,60,3318,60,1.26622,57,295,839,2014,Bernd Brunnhofer    Karl Heinz Schmiel,"Hans im Glück, Arclight, Filosofia Éditions, Swan Panasia Co., Ltd., White Goblin Games, Z-Man Games, Inc.",No necessary in-game text,Age of Reason, Card Game, City Building, Economic,Card Drafting, Set Collection,,
561,Strasbourg,402,91873,2011,788,7.17,2340,288.1343283582089,0.08545919023216614,2.7308,5,12,3,60,2491,60,1.16803,46,277,636,2011,Stefan Feld,Pegasus Spiele,No necessary in-game text,City Building, Economic, Medieval,,Area Control / Area Influence, Auction/Bidding, Pattern Building, Tile Placement
562,Monikers,352,156546,2015,405,7.76,2339,182.73011363636363,0.12278993758797795,1.0541,20,18,4,60,4775,60,1.42586,59,143,873,2015,Alex Hague    Justin Vickers,Palm Court,Extensive use of text - massive conversion needed to be playable,Card Game, Humor, Mature / Adult," Party Game, Print & Play",Acting, Card Drafting, Role Playing,
563,Argent: The Consortium,506,144797,2015,415,7.72,2337,378.4901185770751,0.09170230679335334,3.8421,5,10,2,60,3693,150,1.48779,78,257,1096,2015,Trey Chambers,Level 99 Games,Moderate in-game text - needs crib sheet or paste ups,Fantasy, Political,,,Area Control / Area Influence, Modular Board, Time Track," Variable Player Powers, Worker Placement"
564,Unearth,363,217085,2017,1112,6.96,2319,250.3939393939394,0.1149583218043875,1.8372,4,8,2,30,4643,60,1.33371,115,154,1111,2017,Jason Harner    Matthew Ransom,"Asmodee, Brotherwise Games, Edge Entertainment, GaGa Games",Some necessary text - easily memorized or small crib sheet,Card Game, Dice, Exploration,,Dice Rolling, Set Collection, Tile Placement, Worker Placement
565,Mondo,381,91523,2011,1676,6.54,2293,186.96587926509187,0.10322037709124204,1.8047,4,8,1,20,2757,30,1.3384200000000002,127,111,407,2011,Michael Schacht,"Pegasus Spiele, Brain Games, dV Giochi, DVS Games, Fantasmagoria, Filosofia Éditions, Kaissa Chess & Games, Lautapelit.fi, Lifestyle Boardgames Ltd, Menart, MINDOK, Rebel, Swan Panasia Co., Ltd., White Goblin Games, Z-Man Games, Inc.",No necessary in-game text,Animals, Environmental, Puzzle, Real-time,Pattern Building, Tile Placement,,
566,Legendary: Villains – A Marvel Deck Building Game,251,156689,2014,524,7.65,2292,173.67330677290838,0.15903872084749274,2.7222,5,14,1,45,5253,45,1.41503,78,197,753,2014,Devin Low,Upper Deck Entertainment,Moderate in-game text - needs crib sheet or paste ups,Card Game, Comic Book / Strip,,,Cooperative Play, Deck / Pool Building,,
567,Jump Drive,480,205597,2017,920,7.05,2286,253.17708333333331,0.1292300549014785,2.0345,4,13,2,10,3643,30,1.34256,106,217,963,2017,Thomas Lehmann,"Rio Grande Games, Pegasus Spiele",Some necessary text - easily memorized or small crib sheet,Card Game, Science Fiction, Space Exploration,,Hand Management, Simultaneous Action Selection,,
568,Oceanos,304,192860,2016,1066,6.94,2285,205.95723684210535,0.1402102131108809,1.8163,5,8,2,30,4107,45,1.1631,133,181,995,2016,Antoine Bauza,"Devir, Fantasmagoria, Hobby World, Hutter Trade GmbH + Co KG, IELLO, Mancalamaro, One Moment Games, Sherlock S.A.",No necessary in-game text,Animals, Exploration, Nautical,,Card Drafting, Set Collection, Simultaneous Action Selection,
569,Snake Oil,438,113289,2010,1343,6.75,2283,156.9794520547945,0.11234038044346706,1.1558,10,10,3,30,4212,30,1.4659799999999998,132,89,517,2010,Jeff Ochs,"Out of the Box Publishing, Snake Oil, LLC, AMIGO, Hasbro",Unplayable in another language,Card Game, Humor, Party Game,,Acting, Hand Management, Storytelling,
570,Sail to India,438,141736,2013,1270,6.77,2282,223.34018264840182,0.04742452122535416,2.2117,4,14,3,60,4446,60,1.19743,246,97,479,2013,Hisashi Hayashi,"OKAZU Brand, Alderac Entertainment Group, ぶんぶんゲームズ (Bunbun Games), DMZ Games, Game Field  (II), Hobby World, IELLO, Japon Brand, Pegasus Spiele",Some necessary text - easily memorized or small crib sheet,Economic, Exploration, Nautical, Renaissance,Action Point Allowance System, Area Movement, Set Collection, Worker Placement
571,Isla Dorada,467,68182,2010,1363,6.73,2279,252.2869379014989,0.10426994802593437,2.1667,6,10,3,60,3090,60,1.32219,145,125,585,2010,Andrea Angiolino    Bruno Faidutti    Alan R  Moon    Pier Giorgio Paglia,"Funforge, Arclight, Delta Vision Publishing, Fantasy Flight Games, Heidelberger Spieleverlag, KADABRA",No necessary in-game text,Adventure, Exploration, Negotiation,,Auction/Bidding, Card Drafting, Hand Management," Point to Point Movement, Set Collection"
572,Compounded,403,118174,2013,1252,6.8,2273,219.5012406947891,0.09935827334173786,2.4182,5,13,2,30,4963,90,1.33293,197,141,726,2013,Darrell Louder,"Greater Than Games (Dice Hate Me Games), One Moment Games, Rooster Games",Some necessary text - easily memorized or small crib sheet,Educational, Industry / Manufacturing, Negotiation,,Set Collection, Trading,,
573,Dice Throne: Season One,448,216734,2018,566,7.85,2233,270.57142857142856,0.13997217059712502,2.0698,6,8,2,20,4310,40,1.50017,58,234,1022,2018,Nate Chatellier    Manny Trembley,"Mind Bottling Games, Roxley",Moderate in-game text - needs crib sheet or paste ups,Card Game, Dice, Fantasy, Fighting,Dice Rolling, Partnerships, Take That, Variable Player Powers
574,Treasure Hunter,372,182189,2015,1305,6.79,2228,209.77956989247312,0.09170549090139248,1.8537,6,8,2,40,3864,40,1.23249,163,90,446,2015,Richard Garfield,"Queen Games, Arclight, Piatnik, Rebel",No necessary in-game text,Adventure, Card Game, Fantasy,,Card Drafting, Hand Management, Simultaneous Action Selection,
575,Sword & Sorcery,385,170771,2017,379,8.15,2228,300.9376623376624,0.16303799433221053,4.0,5,12,1,60,5426,90,1.4497799999999998,80,410,2758,2017,Simone Romano    Nunzio Surace,"Ares Games, Gremlin Project, Devir, GaGa Games, Galakta, Heidelberger Spieleverlag",Moderate in-game text - needs crib sheet or paste ups,Adventure, Fantasy, Fighting, Miniatures,Action Point Allowance System, Area Movement, Cooperative Play," Dice Rolling, Modular Board, Role Playing, Variable Player Powers"
576,Vikings Gone Wild,283,187377,2017,783,7.36,2226,187.18374558303887,0.1378102845753536,2.2093,4,10,2,45,4201,90,1.32485,108,125,681,2017,Julien Vergonjeanne,"Corax Games, Games Factory, Hobby World, Last Level, Lucky Duck Games",Moderate in-game text - needs crib sheet or paste ups,Card Game, City Building, Fantasy," Humor, Medieval, Mythology, Video Game Theme",Deck / Pool Building, Hand Management,,
577,Welcome Back to the Dungeon,292,195043,2016,1183,6.87,2220,160.61986301369862,0.13775021078949656,1.3448,4,10,2,30,5413,30,1.1539,103,85,552,2016,Antoine Bauza    Masato Uesugi,"Devir, IELLO, Kaissa Chess & Games, Mancalamaro, Portal Games, Reflexshop, REXhry, uplay.it edizioni",Some necessary text - easily memorized or small crib sheet,Bluffing, Card Game, Fantasy, Fighting,Memory, Player Elimination, Press Your Luck,
578,Dead Men Tell No Tales,389,141423,2015,878,7.16,2219,231.24935732647816,0.13884691130442606,2.486,5,13,2,60,4685,75,1.2861200000000002,156,286,1686,2015,Kane Klenko,"Minion Games, All In Games, Delight, Ghenos Games, Meeple BR Jogos",Some necessary text - easily memorized or small crib sheet,Exploration, Fantasy, Fighting," Nautical, Pirates",Action Point Allowance System, Cooperative Play, Dice Rolling," Grid Movement, Modular Board, Pick-up and Deliver, Variable Player Powers"
579,Pirate Fluxx,324,73538,2011,2699,6.2,2219,119.71913580246914,0.11857453986346878,1.425,6,8,2,10,5430,40,1.61817,131,14,159,2011,Andrew Looney,"Looney Labs, Pegasus Spiele",Moderate in-game text - needs crib sheet or paste ups,Card Game, Pirates,,,Hand Management, Set Collection, Take That,
580,Favor of the Pharaoh,407,171011,2015,1214,6.84,2218,214.44471744471744,0.10125237865199413,2.0,4,13,2,45,3272,45,1.25397,152,199,754,2015,Thomas Lehmann,"Bézier Games, Group SNE, Viravi Edicions",Some necessary text - easily memorized or small crib sheet,Dice,,,,Deck / Pool Building, Dice Rolling,,
581,Commands & Colors: Napoleonics,522,62222,2010,329,7.97,2218,279.588122605364,0.16712303626000025,2.7257,2,14,2,90,4109,90,1.4619799999999998,86,240,937,2010,Richard Borg,GMT Games,Moderate in-game text - needs crib sheet or paste ups,Napoleonic, Wargame,,,Campaign / Battle Card Driven, Dice Rolling, Hand Management," Hex-and-Counter, Modular Board"
582,Automobiles,432,180680,2016,654,7.4,2205,246.0625,0.12893584445865527,2.1373,5,10,2,45,2619,75,1.12732,64,272,921,2016,David Short,Alderac Entertainment Group,Moderate in-game text - needs crib sheet or paste ups,Racing, Sports, Transportation,,Deck / Pool Building, Hand Management,,
